eventid,iyear,imonth,iday,extended,provstate,city,latitude,longitude,location,summary,multiple,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,new_target,natlty1_txt,gname,,motive,claimmode_txt,weaptype1_txt,weapsubtype1_txt,,weapdetail,nkill,nwound,nkillter,nwoundte,property,propextent,propextent_txt,propvalue,propcomment
2.02E+11,2019,4,27,0,Gedo,Bardere,2.349308,42.280336,,"04/27/2019: Security forces discovered and defused an explosive device in Bardere, Gedo, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,,0,0,0,0,0,,,,
2.02E+11,2019,4,16,0,Banaadir,Mogadishu,2.058104,45.249573,,"04/16/2019: Police forces discovered and defused several explosive devices along the road linking Mogadishu and Afgooye in Banaadir, Somalia. No group claimed responsibility for the incident.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Landmine,Landmine,Roadside landmines were used in the attack.,0,0,0,0,0,,,,
2.02E+11,2019,5,5,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred 15 km south of the city.,"05/05/2019: Security forces intercepted an explosives-laden vehicle 15 km south of Mogadishu, Banaadir, Somalia. The device detonated while security forces were attempting to defuse it. One police officer was killed. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vehicle,Suicide Vehicle,An explosives-laden minibus was used in the attack.,1,0,0,0,1,3,Minor (likely < $1 million),-99,A minibus was damaged.
2.02E+11,2019,5,16,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Darkheynley neighborhood of the city.,"05/16/2019: A landmine detonated in Darkheynley, Mogadishu, Somalia. There were no reported casualties in the blast. Jabha East Africa claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Jabha East Africa,,,Personal claim,Explosives,Landmine,Landmine,,0,0,0,0,-9,,,,
2.02E+11,2019,5,19,0,Banaadir,Mogadishu,2.059818,45.326114,The incident ocurred in the Wadajir neighborhood of the city.,"05/19/2019: An explosive device planted under a vehicle detonated across from Djibouti School in Wadajir, Mogadishu, Somalia. There were no reported casualties in the blast. This was one of two attacks in Mogadishu on this day. No group claimed responsibility for the incident; however sources attributed the attack to Al-Shabaab.",1,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Sticky Bomb,Sticky Bomb,A sticky bomb attached to a Toyota Premio was used in the attack.,,,0,0,-9,,,,
2.02E+11,2019,6,17,0,Shabeellaha Hoose,Barire,2.047631,44.897628,,"06/17/2019: An explosive device detonated prematurely in Barire, Lower Shebelle, Somalia. Two assailants were killed in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb was used in the attack.,2,0,2,0,0,,,,
2.02E+11,2019,12,4,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred near the Zoobe junction.,"12/04/2019: Security forces identified and safely arrested an assailant attempting to detonate a grenade in Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Grenade,Grenade,,0,0,0,0,0,,,,
2.02E+11,2020,1,20,0,Bari,Boosaaso,11.274795,49.179656,The incident occurred in the Bosaso district.,"01/20/2020: An explosive device was discovered and safely defused along a road in Bosaso, Bari, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb was used in the attack.,0,0,0,0,0,,,,
2.02E+11,2020,2,6,0,Gedo,Beled Hawo,3.926858,41.877171,,"02/06/2020: An explosive device detonated in Beled Hawo, Gedo, Somalia. It is unknown whether there were any casualties in the blast. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,,,,0,0,-9,,,,
2.02E+11,2020,3,3,0,Baay,Baydhaba,3.115641,43.646581,,"03/03/2020: Police forces arrested a suicide bomber before he could detonate in Baidoa, Bay, Somalia. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Suicide Vest,Suicide Vest,,0,0,0,0,0,,,,
2.02E+11,2020,3,21,0,Jubbada Hoose,Bulo Gaduud,-0.074476,42.572021,,"03/00/2020: Sometime between March 19, 2020 and March 21, 2020, two explosives-laden lorries were intercepted by SNA special forces near Bulo Gaduud, Lower Juba, Somalia. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Suicide Vehicle,Suicide Vehicle,Two explosives-laden trucks were used in the attack.,0,0,0,0,1,4,Unknown,-99,Two explosive laden lorries seized
2.02E+11,2020,4,20,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in SOS Junction in Yaaqshid neighborhood.,"04/20/2020: An explosive device detonated prematurely as three assailants were planting it at SOS Junction in Yaaqshid district, Mogadishu, Somalia. Two assailants were killed and one assailant was injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,A roadside mine was used in the attack.,2,1,2,1,0,,,,
2.02E+11,2020,4,28,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in Banaboliyo Junction.,"04/28/2020: An assailant attempting to carry out a grenade attack was shot and killed at Banaboliyo Junction in Mogadishu, Banaadir, Somalia. No group claimed responsibility for the incident.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Grenade,Grenade,,1,0,1,0,0,,,,
2.02E+11,2020,6,13,0,Shabeellaha Dhexe,Balcad,2.359127,45.383671,,"06/13/2020: Security forces discovered and defused an explosive device planted near a civilian road in Balcad, Middle Shebelle, Somalia. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb was used in the attack.,0,0,0,0,0,,,,
2.02E+11,2020,9,16,0,Shabeellaha Hoose,Awdheegle,1.978939,44.83206,The incident occurred along Awdheegle road.,"09/16/2020: Multiple explosive devices were discovered and defused along Awdheegle road in Awdheegle, Lower Shebelle, Somalia. No group claimed responsibility; however, sources attributed the incident to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Landmine,Landmine,Roadside landmines were used in the attack.,0,0,0,0,0,,,,
2.02E+11,2020,9,21,0,Shabeellaha Hoose,Tortoorow,2.250067,44.692325,,"09/21/2020: Security forces discovered and defused an unknown number of explosive devices planted along supply routes near Tortoorow, Lower Shebelle, Somalia. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Al-Shabaab,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,,0,0,0,0,0,,,,
2.02E+11,2020,11,27,0,Galguduud,Dhusamareb,5.537022,46.389051,,"11/27/2020: Security forces arrested an assailant attempting to plant an explosive device in Dhusamareb, Galguduud, Somalia. No group claimed responsibility for the incident.",0,0,0,Bombing/Explosion,Unknown,,Unknown,Unknown,Unknown,,Unknown,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,,0,0,0,0,0,,,,
2.01E+11,2009,12,17,1,Baay,Baydhaba,3.115641,43.64658,,"12/17/2009: On Thursday, in Baidoa, Bay, Somalia, armed assailants stormed and looted three United Nations Mine Action Service (UNMAS) compounds, damaging the UN facilities, then held three UN employees hostage while the assailants stole three ambulances and equipment, but caused no casualties. No additional information concerning the health and status of the hostages was available. The motive for the attack was the militants believed the United Nations Mine Action Service (UNMAS) of spying for western countries. Al-Shabaab al-Islamiya claimed responsibility for the attack.",0,1,0,Facility/Infrastructure Attack,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",United Nations Mine Action Service,The compounds of a non-governmental organization,UNMAS Compound,International,Al-Shabaab,,The specific motive for the attack was the militants believed the United Nations Mine Action Service (UNMAS) of spying for western countries.,,Unknown,,0,Unknown weapons were used in the attack.,0,0,0,0,1,4,Unknown,,The attack caused an unknown amount of property damage to the United Nations facilities.
2.02E+11,2016,7,26,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred at the Aden Adde International Airport.,"07/26/2016: A suicide bomber detonated an explosives-laden vehicle at a United Nations Mine Action Centre (UNMAS) facility in Mogadishu, Banaadir, Somalia. This was one of two coordinated suicide attacks in the area within a short period of time. In addition to the two assailants, least 13 people were killed and five people were injured across both blasts. Al-Shabaab claimed responsibility for the incidents.",1,1,1,Bombing/Explosion,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",United Nations Mine Action Service (UNMAS),Facility,UNMAS Facility,International,Al-Shabaab,,,"Posted to website, blog, etc.",Explosives,Suicide Vehicle,Suicide Vehicle,,7,2,1,0,1,3,Minor (likely < $1 million),-99,Unspecified property was damaged in this attack.
2.01E+11,2013,8,3,0,Hiiraan,Beledweyne,4.73538,45.202402,,"08/03/2013: Assailants threw two explosive devices at the United Nation's (UN) Mine Action office in Beledweyne town, Hiiraan region, Somalia. No casualties were reported. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",United Nations Mine Action Service (UNMAS),Office,UNMAS Office,International,Unknown,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,Two bombs were thrown in the attack.,0,0,0,0,-9,,,,It is unknown if the United Nation's (UN) Mine Action office was damaged in this attack.
2.01E+11,2013,9,4,0,Hiiraan,Beledweyne,4.73538,45.202402,Incident occurred in Hawa Taka area,"09/04/2013: Assailants threw two grenades at a United Nations Mine Action Centre (UNMAS) office in the Hawa Taka neighborhood of Beledweyne town, Hiiraan region, Somalia. No casualties were reported. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",United Nations Mine Action Service (UNMAS),Office,UNMAS Office,International,Unknown,,,,Explosives,Grenade,Grenade,Two hand grenades were thrown in the attack.,0,0,0,0,-9,,,,It is unknown if the United Nations (UN) building was damaged in this attack.
2.02E+11,2015,8,4,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Xamar Jabjab neighborhood of the city.,"08/04/2015: Assailants opened fire on an United Nations Mine Action Centre (UNMAS) employee in Xamar Jajab district, Mogadishu city, Banaadir region, Somalia. The employee was killed in the attack. No group claimed responsibility for the incident; however, sources suspected the involvement of Al-Shabaab.",0,1,0,Armed Assault,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",United Nations Mine Action Service (UNMAS),Somali Employee,UNMAS Staff,International,Al-Shabaab,,,,Firearms,Handgun,Handgun,Pistols were used in the attack.,1,0,0,0,0,,,,
2.02E+11,2015,4,28,0,Mudug,Galkayo,6.774396,47.429032,,"04/28/2015: An explosive device planted in the vehicle of Muhammad Abdirahman detonated in Galkayo city, Mudug region, Somalia. Abdirahman, a United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA) official, was not harmed; however, at least two guards were wounded in the blast. Al-Shabaab claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA),Vehicle of Official: Muhammad Abdirahman,UNOCHA Official: Muhammad Abdirahman,International,Al-Shabaab,,,Personal claim,Explosives,Suicide Vehicle,Suicide Vehicle,A remote-controlled bomb placed under the seat within a vehicle was used in the attack.,0,2,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.
2.01E+11,2014,4,7,0,Mudug,Galkayo,6.774396,47.429032,The incident occurred at the airport on the outskirts of the city.,"04/07/2014: Two gunmen dressed in police uniforms opened fire on two United Nations Office on Drugs and Crime (UNODC) workers at the airport in Galkayo city, Mudug region, Somalia. The two workers, one British and one French, were killed in the attack. No group claimed responsibility for the incident.",0,1,0,Armed Assault,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",United Nations Office on Drugs and Crime (UNODC),Employees,UNODC Staff,International,Unknown,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,2,0,0,0,0,,,,
1.99E+11,1994,7,24,0,Banaadir,Mogadishu,2.059819,45.326115,,,0,1,0,Hijacking,Food or Water Supply,Food Supply,UN operation in Somolia (UNOSOM),UN food convoy,UNOSOM Food Convoy,International,Unknown,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,0,0,,,1,,,,
2.01E+11,2009,7,20,0,Baay,Unknown,2.81815,43.72379,,"07/20/2009: On Monday, in one of three related attacks, assailants raided the offices of the United Nations (UN) Development Program, UN Department of Safety and Security and the UN Political Office for Somalia in the southern towns of Baidoa, Bay, Somalia and Wadajir, Bakol, Somalia. The assailants prevented a number of UN employees from leaving while they stole vehicles and equipment. Al-Shabaab al-Islamiya claimed responsibility. The attack occurred hours after Al-Shabaab al-Islamiya issued a statement about these offices saying that they were working against the benefit of the Somali Muslim population and against the establishment of an Islamic state in Somalia. According to the Nairobi-based UN office for Somalia, staff was relocated and United Nations operations were temporarily suspended in Baidoa as a result of the raids; however, operations continued in Wajid.",1,1,0,Unknown,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",United Nations Political Office,The Somalia United Nations Political office,UNPO Office,International,Al-Shabaab,,The attack occurred hours after Al-Shabaab al-Islamiya issued a statement about these offices saying that they were working against the benefit of the Somali Muslim population and against the establishment of an Islamic state in Somalia,Unknown,Unknown,,0,Unknown weapons were used in the attack.,0,0,0,0,-9,4,Unknown,,It is unknown if the attack caused any property damage.
2.02E+11,2018,11,3,0,Mudug,Adaabo,6.718118,47.565532,,"11/03/2018: Assailants opened fire on a United Nations convoy near Adaabo, Mudug, Somalia. There were no reported casualties. No group claimed responsibility for the attack.",0,0,0,Armed Assault,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",United Nations Assistance Mission In Somalia (UNSOM),Convoy,UNSOM Convoy,International,Unknown,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,0,0,0,0,0,,,,
2.02E+11,2020,3,1,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in Halane area.,"03/01/2020: Assailants fired mortars targeting Halane, Mogadishu, Somalia. At least one foreign national was injured in the attack. Al-Shabaab claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",United Nations Assistance Mission In Somalia (UNSOM),Halane Compound,UNSOM Halane Compound,International,Al-Shabaab,,,Unknown,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",Two mortar shells were used in the attack.,0,1,0,0,-9,,,,
